0.013119724	-0.005991096	-0.042879336	0.018816637	-0.033467162	-0.01727221	-0.028573306	0.0922593	0.014666128	-0.073909655	-0.08874207	0.016988989	-0.0047151865	0.045902766	0.0087656295	0.03438233
-0.0036932144	-0.0076040467	-0.050804086	-0.048058923	-0.032845393	0.08078261	0.025301583	0.121370606	0.08446149	-0.056715485	-0.07584539	-0.058185995	-0.008454188	0.025000868	0.024887884	0.00071800256
0.06720457	0.016900983	-0.017926289	-0.06848489	-0.07451955	0.037447363	0.092697404	0.061843485	-0.00011870592	-0.072881505	-0.10122624	0.0015043434	0.019427994	0.04562046	0.10430276	0.0044489675
0.034326963	0.023397693	-0.08623411	0.030313443	-0.08824159	-0.0065024216	0.01012456	0.08438434	0.031326752	-0.0695822	-0.08386669	0.014570999	-0.005499399	0.00102341	0.023490904	5.168441e-05
0.03180224	-0.057595473	-0.09689774	0.001320673	-0.0053317943	0.042521764	0.023724828	0.07169634	0.04597729	-0.0742956	-0.07582701	-0.030458737	-0.021346394	-0.06460157	-0.02586284	0.0010392606
-0.008538333	0.013319291	-0.04017335	0.03884474	-0.07800119	0.008193071	0.01602391	0.045029156	-0.00077869307	-0.04963823	-0.09964268	-0.004521815	-0.026530817	0.0015808893	0.03806278	0.012357746
0.024289733	0.029378789	-0.024935361	-0.00030089717	-0.021681804	0.0146182105	0.075771116	0.0399924	0.0031745075	-0.03493323	-0.01653922	-0.04478067	0.0390359	-0.08112525	0.0001553466	0.019730533
0.051588573	-9.4286705e-05	-0.018904567	-0.009015196	-0.008852896	-0.010778074	0.03861228	0.052094292	0.015323372	-0.11306494	0.0012761764	-0.02221959	0.02885518	0.018832222	0.0025345513	-0.067512885
-0.0042478153	0.0562544	0.022855723	0.04631012	-0.10520484	0.074537955	0.0730677	0.037598044	0.01007072	-0.07050283	-0.018119749	0.003946245	0.03586241	0.05439342	0.043653686	0.049747977
-0.041067746	-0.0071238843	-0.004278582	-0.028864767	-0.025031604	0.08659864	-0.011647522	0.03688153	-0.05492774	-0.0514643	-0.030731866	0.02450227	0.039451838	0.015764192	0.038513463	-0.013181314
-0.046989426	-0.017432516	-0.04065299	-0.008772718	-0.018668205	0.06915117	0.017560055	0.12868463	0.01383235	-0.10379719	-0.0143021755	-0.009327282	-0.023303913	-0.056962103	0.05662942	0.14271332
0.023756823	0.055325247	0.09447725	-0.056205865	-0.025790714	0.04672798	-0.01810643	0.108972974	0.0109275915	-0.10903594	-0.025056407	0.021644996	-0.030200493	0.036502536	-0.020751921	-0.089619935
-0.072364226	-0.017396268	0.05103488	0.014336951	-0.03502117	0.05540775	-0.05060126	-0.028852317	0.075052425	-0.0034337703	-0.10209779	-0.100860044	-0.04268031	-0.091938905	0.13293366	0.041769426
0.067189805	-0.018621042	-0.004190966	-0.014015461	0.030974211	-0.04723338	-0.04739538	0.051773094	-0.02586838	0.022518922	-0.062206347	-0.009384451	-0.032899845	-0.04652027	0.084028035	-0.074169986
0.030464077	0.026058076	-0.04717446	0.0034755329	-0.06763917	0.01858831	-0.07576146	0.06816811	0.09843435	-0.06365861	-0.07217007	0.009482746	0.06375178	-0.0043004868	0.019091092	-0.008392877
0.03628956	0.00942238	0.004156054	-0.01862644	-0.031873137	0.053498186	0.01953145	0.0817232	-0.014776609	-0.007862646	-0.12030905	-0.020281484	0.027558431	0.063303106	0.067105465	-0.0061120437
0.033410028	0.0014373029	-0.0611241	-0.013273842	-0.05309187	0.07362584	0.019833123	0.03735367	0.012113432	0.0581373	-0.06476815	-0.08111453	0.040474568	-0.022989336	0.024091002	0.013873217
0.041645344	-0.01752267	0.025892226	0.04751611	-0.08006232	0.01736703	-0.0635963	0.057252172	-0.06585379	-0.006683822	-0.006386054	0.03995623	-0.016266838	0.043895632	-0.0666248	-0.041620176
-0.026243243	0.008524815	-0.074141406	0.054844473	-0.041161034	0.05418136	-0.026075706	0.10895972	-0.060868666	-0.069987305	0.040430814	-0.009357556	0.006265316	0.017071571	-0.011099465	0.11075763
0.029381553	0.027635727	-0.045828212	0.030728433	-0.025825694	-0.010918665	0.054916903	0.0024346255	0.004221516	-0.021409556	-0.075770065	-0.009460468	-0.0051488453	0.13716209	0.011124444	-0.10333329
-0.032886147	-0.015605628	0.06422391	-0.054132573	-0.0050337324	-0.07268211	-0.03862331	-0.013086183	0.07139036	0.023884365	-0.09020881	0.027220514	0.046854436	0.069585316	0.05237397	-0.02231832
-0.029906025	-0.066896066	0.063750505	0.08235089	0.055204693	-0.0756509	-0.008150518	0.10578699	0.009739158	0.04653723	-0.01526601	-0.02861331	-0.030297942	0.032618646	0.11883091	0.0063552014
-0.025218967	0.103026636	0.0033052287	-0.074658155	-0.11287311	0.09214605	0.06927423	0.018561726	0.035503242	-0.05181803	-0.14070912	0.030082071	-0.02323687	0.12661332	-0.04799529	0.043818593
-0.03616738	-0.04630799	0.07071715	-0.0038618362	-0.060719345	0.008741991	-0.04693005	0.09015681	-0.007736593	-0.048654612	-0.047768757	0.01256999	0.08536091	0.018694412	-0.009928682	-0.029285563
